Film,Developer,Dilution,ASA/ISO,35mm,120,Sheet,Temp,Notes
Fomapan 100,Fomapan 100,Acurol-N,1+50,100,10,10,10,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Fomapan 100,Fomapan 100,Acurol-N,1+50,125,11,11,11,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Fomapan 100,Fomapan 100,Adox HR-DEV,1+40,100,12,12,12,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Fomapan 100,Fomapan 100,ADX II,1+24,100,7-7.5,7-7.5,7-7.5,20C,
Fomapan 100,Fomapan 100,Agfa 14,1+1,50,14,14,14,20C,
Fomapan 100,Fomapan 100,Amaloco AM74,1+15,100,6.5,6.5,6.5,20C,
Fomapan 100,Fomapan 100,Ansco 17,stock,100,9,9,9,20,
Fomapan 100,Fomapan 100,Arista® Premium,1+9,100,7,7,7,20C,
Fomapan 100,Fomapan 100,Ars-Imago FD,1+39,100,6.5,6.5,6.5,20C,
Fomapan 100,Fomapan 100,Ars-Imago FE,1+1,100,6,6,6,20C,
Fomapan 100,Fomapan 100,Atomal 49,stock,100,6-8,6-8,6-8,20C,
Fomapan 100,Fomapan 100,Atomal 49,1+1,100,13,13,13,20C,
Fomapan 100,Fomapan 100,Atomal 49,1+2,100,17,17,17,20C,
Fomapan 100,Fomapan 100,Atomal 49,3+2,100,6,6,6,23C,
Fomapan 100,Fomapan 100,Bellini DF2 Duo Step,stock,100,4+4,4+4,4+4,20C,
Fomapan 100,Fomapan 100,Bellini DF2 Duo Step,stock,200,3+3,3+3,3+3,20C,
Fomapan 100,Fomapan 100,Bellini FX6a Monobath,stock,100,9.5,9.5,9.5,20C,
Fomapan 100,Fomapan 100,Bellini Hydrofen,1+31,100,10,10,10,20C,
Fomapan 100,Fomapan 100,Berspeed,1+1,100,8,8,8,20C,
Fomapan 100,Fomapan 100,Berspeed,1+1,100,6,6,6,24C,
Fomapan 100,Fomapan 100,Beutler,1+1+8,100,10,10,10,20C,
Fomapan 100,Fomapan 100,Beutler-Pyro,10+10+978+2,100,10,10,10,22C,
Fomapan 100,Fomapan 100,Black/White & Green,1+49,100,11.75,11.75,11.75,20C,
Fomapan 100,Fomapan 100,Caffenol C,stock,100,17,17,30,20C,
Fomapan 100,Fomapan 100,Caffenol C-H (rs),stock,100,12.5,12.5,12.5,20C,
Fomapan 100,Fomapan 100,Caffenol C-L,stock,100,25,25,25,20C,"Agitation: continuous first 30 secs, then 10 secs every 3-5 mins."
Fomapan 100,Fomapan 100,Caffenol C-M,stock,200,15,15,15,20C,
Fomapan 100,Fomapan 100,Cawanol,stock,100,17,17,17,20C,
Fomapan 100,Fomapan 100,D-19,1+3,100,6,6,6,23C,
Fomapan 100,Fomapan 100,D-23,stock,100,11,11,11,20C,
Fomapan 100,Fomapan 100,D-23,stock,200,15,15,15,20C,
Fomapan 100,Fomapan 100,D-72,1+2,100,4,4,4,20C,Agitation: continuous (slow rhythm).
Fomapan 100,Fomapan 100,D-76,stock,100,6-7,6-7,6-7,20C,
Fomapan 100,Fomapan 100,D-76,1+1,100,10,10,10,20C,
Fomapan 100,Fomapan 100,D-76,1+3,100,17,17,17,20C,
Fomapan 100,Fomapan 100,D-76,1+1,200,14,14,14,20C,
Fomapan 100,Fomapan 100,D-76,1+1,200,10,10,10,23C,Agitation: continuous (slow rhythm).
Fomapan 100,Fomapan 100,D-76,1+1,400,18,18,18,20C,
Fomapan 100,Fomapan 100,D-76,1+3,400,28,28,28,23.5C,
Fomapan 100,Fomapan 100,D-96,stock,100,8,8,8,20C,
Fomapan 100,Fomapan 100,Diafine,stock,100,4+4,4+4,4+4,20C,
Fomapan 100,Fomapan 100,Diafine,stock,200,3+3,3+3,3+3,20C,
Fomapan 100,Fomapan 100,DK-76b,1+1,100,,,5.5,20C,Time for Jobo/rotary tube processor
Fomapan 100,Fomapan 100,Eco Pro,stock,100,5-6,5-6,5-6,20C,
Fomapan 100,Fomapan 100,Eco Pro,1+1,100,8,8,8,20C,
Fomapan 100,Fomapan 100,Eco Pro,1+1,100,6.5,6.5,6.5,20C,User submitted time recommended instead of published time
Fomapan 100,Fomapan 100,Eco Pro,1+3,100,10,10,10,21C,
Fomapan 100,Fomapan 100,Eco Pro,1+3,100,11,11,11,23C,Agitation: continuous (slow rhythm).
Fomapan 100,Fomapan 100,Eco Pro,1+2,125,9,9,9,20C,
Fomapan 100,Fomapan 100,Eco Pro,stock,400,6.5,6.5,6.5,25C,
Fomapan 100,Fomapan 100,Eco Pro,1+1,400,11.5,11.5,11.5,20C,
Fomapan 100,Fomapan 100,F76+,1+9,100,7,7,7,20C,
Fomapan 100,Fomapan 100,FA-1027,1+14,100,9,9,9,20C,"Agitation: continuous first min, then 5 secs per min."
Fomapan 100,Fomapan 100,FD10,1+9,100,8,8,8,20C,
Fomapan 100,Fomapan 100,FD10,1+14,100,9,9,9,20C,
Fomapan 100,Fomapan 100,Foma Retro Special,stock,100,4,4,4,20C,
Fomapan 100,Fomapan 100,Foma Universal,1+3,100,5,5,5,20C,"Agitation: continuous first 30 secs, then 5 secs every 30 secs."
Fomapan 100,Fomapan 100,Foma W-17 Hydrofen,1+1,100,5.5,5.5,5.5,20C,
Fomapan 100,Fomapan 100,Fomadon Excel,stock,100,5-6,5-6,5-6,20C,
Fomapan 100,Fomapan 100,Fomadon Excel,1+1,100,8-9,8-9,8-9,20C,"Agitation: continuous first 30 secs, then 5 secs every 30 secs."
Fomapan 100,Fomapan 100,Fomadon LQN,1+10,100,7-8,7-8,7-8,20C,
Fomapan 100,Fomapan 100,Fomadon LQN,1+10,100,18,18,18,20C,"Stand development: agitate for first minute only, then allow to stand undisturbed"
Fomapan 100,Fomapan 100,Fomadon LQN,1+14,100,9-10,9-10,9-10,20C,
Fomapan 100,Fomapan 100,Fomadon LQN,1+10,200,7-8,7-8,7-8,20C,
Fomapan 100,Fomapan 100,Fomadon LQN,1+14,800,23,23,23,19C,Agitation: continuous (slow rhythm).
Fomapan 100,Fomapan 100,Fomadon LQN,1+14,3200,42,42,42,20C,Agitation: continuous (slow rhythm).
Fomapan 100,Fomapan 100,Fomadon LQR,1+10,100,5-6,5-6,5-6,20C,
Fomapan 100,Fomapan 100,Fomadon LQR,1+10,400,12,12,12,20C,
Fomapan 100,Fomapan 100,Fomadon P,stock,100,7-8,7-8,7-8,20C,
Fomapan 100,Fomapan 100,Fomadon R09,1+50,64,9,9,9,20C,
Fomapan 100,Fomapan 100,Fomadon R09,1+50,64,10.5,10.5,10.5,18C,
Fomapan 100,Fomapan 100,Fomadon R09,1+25,100,4,4,4,20C,
Fomapan 100,Fomapan 100,Fomadon R09,1+50,100,9,9,9,20C,
Fomapan 100,Fomapan 100,FX-18,1+1,100,10,10,10,20C,
Fomapan 100,Fomapan 100,FX-39,1+9,100,7,7,7,20C,
Fomapan 100,Fomapan 100,FX-39,1+9,400,11,11,11,20C,
Fomapan 100,Fomapan 100,FX-39,1+7,1600,10.5,10.5,10.5,20C,
Fomapan 100,Fomapan 100,FX-55,stock,80,9,9,9,20C,
Fomapan 100,Fomapan 100,HC-110,B,50,4.5,4.5,4.5,20C,Agitation: continuous (slow rhythm).
Fomapan 100,Fomapan 100,HC-110,G,50,13,13,13,20C,Dilution G is 1+119 from concentrate
Fomapan 100,Fomapan 100,HC-110,E,64,6,6,6,20C,Dilution E is 1+47 from concentrate
Fomapan 100,Fomapan 100,HC-110,B,100,6,6,6,20C,Agitation: continuous (slow rhythm).
Fomapan 100,Fomapan 100,HC-110,B,100,5.25,5.25,5.25,20C,Dilution B is 1+31 from concentrate
Fomapan 100,Fomapan 100,HC-110,D,100,7,7,7,20C,Dilution D is 1+39 from concentrate
Fomapan 100,Fomapan 100,HC-110,F,100,12,12,12,20C,Dilution F is 1+79 from concentrate
Fomapan 100,Fomapan 100,HC-110,F,100,7.75,7.75,7.75,20C,"Agitation: continuous first 30 secs, then 5 secs every 30 secs."
Fomapan 100,Fomapan 100,HC-110,H,100,10,10,10,20C,Dilution H is 1+63 from concentrate
Fomapan 100,Fomapan 100,HC-110,H,100,9,9,9,20C,For diffusion head enlarger
Fomapan 100,Fomapan 100,HC-110,E,200,8,8,8,20C,Dilution E is 1+47 from concentrate
Fomapan 100,Fomapan 100,HC-110,B,400,11.5,11.5,11.5,20C,Dilution B is 1+31 from concentrate
Fomapan 100,Fomapan 100,HC-110,B,1600,19,19,19,20C,High Contrast
Fomapan 100,Fomapan 100,HC-110,B,3200,25,25,25,21.5C,
Fomapan 100,Fomapan 100,ID-11,stock,100,6-7,6-7,6-7,20C,
Fomapan 100,Fomapan 100,ID-11,1+1,100,8-10,8-10,10,20C,
Fomapan 100,Fomapan 100,ID-11,1+3,100,15-17,15-16,15-17,20C,
Fomapan 100,Fomapan 100,ID-11,1+3,100,13,13,13,20C,Time for Jobo/rotary tube processor
Fomapan 100,Fomapan 100,ID-11,stock,200,10,10,10,20C,
Fomapan 100,Fomapan 100,ID-11,1+1,200,14,14,14,20C,
Fomapan 100,Fomapan 100,ID-11,1+1,200,10,10,10,23C,Agitation: continuous (slow rhythm).
Fomapan 100,Fomapan 100,ID-11,1+1,400,18,18,18,20C,
Fomapan 100,Fomapan 100,ID-11,1+3,400,28,28,28,23.5C,
Fomapan 100,Fomapan 100,Ilfosol 3,1+9,100,5,5,5,20C,Presoak 3-5 minutes
Fomapan 100,Fomapan 100,Ilfosol 3,1+9,100,3,3,3,20C,User submitted time which conflicts with other published data in chart. Use if other published time in chart provides unsatisfactory results.
Fomapan 100,Fomapan 100,Ilfosol 3,1+14,100,7.5,7.5,7.5,20C,
Fomapan 100,Fomapan 100,Ilfosol 3,1+14,100,5,5,5,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Fomapan 100,Fomapan 100,Ilfotec DD,1+4,100,9,9,9,20C,
Fomapan 100,Fomapan 100,Ilfotec DD,1+4,100,8.5,8.5,8.5,24C,
Fomapan 100,Fomapan 100,Ilfotec DD-X,1+4,100,8,8,8,20C,
Fomapan 100,Fomapan 100,Ilfotec DD-X,1+9,100,12,12,12,20C,"Agitation: continuous first min, then 5 secs per min."
Fomapan 100,Fomapan 100,Ilfotec DD-X,1+4,200,9,9,9,20C,
Fomapan 100,Fomapan 100,Ilfotec DD-X,1+4,400,11.25,11.25,11.25,20C,
Fomapan 100,Fomapan 100,Ilfotec HC,1+31,100,7,7,7,20C,"Agitation: continuous first min, then 5 secs every 30 secs."
Fomapan 100,Fomapan 100,Ilfotec LC29,1+19,100,6.5,6.5,6.5,20C,
Fomapan 100,Fomapan 100,Kalogen,1+60,200,16,16,16,20C,
Fomapan 100,Fomapan 100,Liquidol,1+19,100,1,1,1,20C,
Fomapan 100,Fomapan 100,Marathon,1+9,100,6,6,6,20C,
Fomapan 100,Fomapan 100,Metolal,1+50,100,14,14,14,20C,
Fomapan 100,Fomapan 100,Microdol-X,stock,100,8,8,8,20C,
Fomapan 100,Fomapan 100,Microdol-X,1+1,100,9-10,9-10,9-10,20C,
Fomapan 100,Fomapan 100,Microphen,1+3,50,11.5,11.5,11.5,20C,
Fomapan 100,Fomapan 100,Microphen,stock,100,5-7,5-7,5-7,20C,
Fomapan 100,Fomapan 100,Microphen,1+1,100,8-9,8-9,8-9,20C,
Fomapan 100,Fomapan 100,Microphen,1+3,100,13-14,13-14,13-14,20C,
Fomapan 100,Fomapan 100,Microphen,stock,200,8.5,8.5,8.5,20C,
Fomapan 100,Fomapan 100,Microphen,stock,800,16,16,16,20C,
Fomapan 100,Fomapan 100,Mikratol-2,1+50,100,11,11,11,20C,"Agitation: continuous first 30 secs, then 10 secs every 3-5 mins."
Fomapan 100,Fomapan 100,Mikratol-2,1+100,100,32,32,32,20C,"Agitation: continuous first 30 secs, then 10 secs every 3-5 mins."
Fomapan 100,Fomapan 100,Neofin Blue,1+5,100,4,4,4,20C,
Fomapan 100,Fomapan 100,Neofin Blue,1+9,100,8,8,8,20C,
Fomapan 100,Fomapan 100,Paranol S,1+25,100,4,4,4,20C,
Fomapan 100,Fomapan 100,Paranol S,1+50,100,10,10,10,20C,
Fomapan 100,Fomapan 100,Paranol S,1+50,100,10,10,10,21C,
Fomapan 100,Fomapan 100,Parvofin,stock,100,5.5,,,20C,
Fomapan 100,Fomapan 100,PC-TEA,1+50,50,8.5,8.5,8.5,20C,
Fomapan 100,Fomapan 100,PC-TEA,1+50,100,10,10,10,20C,"Agitation: 15 secs per min for 3 mins, then 1-2 inversions per min."
Fomapan 100,Fomapan 100,Perceptol,stock,50,7.5,7.5,7.5,20C,
Fomapan 100,Fomapan 100,Perceptol,stock,100,8,8,8,20C,
Fomapan 100,Fomapan 100,Perceptol,1+1,100,10-11,10-11,10-11,20C,
Fomapan 100,Fomapan 100,Perceptol,1+3,100,14-15,14-15,14-15,20C,
Fomapan 100,Fomapan 100,PMK,1+2+100,40,11,11,11,20C,
Fomapan 100,Fomapan 100,PMK,1+2+100,50,10,10,10,21C,"Agitation: continuous first 30 secs, then 1 inversion every 15 secs."
Fomapan 100,Fomapan 100,PMK,1+2+100,50,8,8,8,24C,"Agitation: continuous first 30 secs, then 1 inversion every 15 secs."
Fomapan 100,Fomapan 100,PMK,1+2+50,125,10,10,10,21C,"Agitation: continuous first 30 secs, then 1 inversion every 15 secs."
Fomapan 100,Fomapan 100,Promicrol,1+14,200,13,13,13,20C,
Fomapan 100,Fomapan 100,Pyrocat-HD,1+1+100,50,9,9,9,21C,
Fomapan 100,Fomapan 100,Pyrocat-HD,1+1+100,100,12,12,12,20C,
Fomapan 100,Fomapan 100,Pyrocat-HD,1+1+100,100,11,11,11,21C,
Fomapan 100,Fomapan 100,Pyrocat-HD,1+1+100,100,8,8,8,30C,
Fomapan 100,Fomapan 100,Pyrocat-HD,1+1+300,100,50,50,50,21C,"Semi-stand development: continuous agitation 30-60 secs, then 1-3 times during remainder of development"
Fomapan 100,Fomapan 100,Pyrocat-HD,2+2+100,100,10,10,10,20C,
Fomapan 100,Fomapan 100,Pyrocat-HD,2+2+100,100,10,10,10,21C,Dense negative for platinum printing
